slice_file_name,class
134717-0-0-21.wav,air_conditioner
134717-0-0-22.wav,air_conditioner
134717-0-0-23.wav,air_conditioner
134717-0-0-24.wav,air_conditioner
134717-0-0-25.wav,air_conditioner
134717-0-0-26.wav,air_conditioner
134717-0-0-27.wav,air_conditioner
134717-0-0-28.wav,air_conditioner
134717-0-0-4.wav,air_conditioner
134717-0-0-5.wav,air_conditioner
134717-0-0-6.wav,air_conditioner
134717-0-0-7.wav,air_conditioner
134717-0-0-8.wav,air_conditioner
134717-0-0-9.wav,air_conditioner
135776-2-0-32.wav,children_playing
135776-2-0-37.wav,children_playing
135776-2-0-40.wav,children_playing
135776-2-0-49.wav,children_playing
135776-2-0-50.wav,children_playing
135776-2-0-65.wav,children_playing
135776-2-0-85.wav,children_playing
135776-2-0-90.wav,children_playing
137156-9-0-28.wav,street_music
137156-9-0-30.wav,street_music
137156-9-0-31.wav,street_music
137156-9-0-5.wav,street_music
137156-9-0-73.wav,street_music
137156-9-0-79.wav,street_music
138015-3-0-1.wav,dog_bark
138015-3-0-5.wav,dog_bark
138015-3-0-7.wav,dog_bark
138031-2-0-13.wav,children_playing
138031-2-0-2.wav,children_playing
138031-2-0-22.wav,children_playing
138031-2-0-23.wav,children_playing
138031-2-0-28.wav,children_playing
138031-2-0-45.wav,children_playing
138031-2-0-47.wav,children_playing
138031-2-0-7.wav,children_playing
139951-9-0-13.wav,street_music
139951-9-0-17.wav,street_music
139951-9-0-29.wav,street_music
139951-9-0-33.wav,street_music
139951-9-0-45.wav,street_music
139951-9-0-9.wav,street_music
14113-4-0-0.wav,drilling
14113-4-0-1.wav,drilling
143604-5-0-0.wav,engine_idling
143651-2-0-0.wav,children_playing
143651-2-0-16.wav,children_playing
143651-2-0-20.wav,children_playing
143651-2-0-22.wav,children_playing
143651-2-0-39.wav,children_playing
143651-2-0-55.wav,children_playing
143651-2-0-59.wav,children_playing
143651-2-0-63.wav,children_playing
14387-9-0-11.wav,street_music
14387-9-0-12.wav,street_music
14387-9-0-15.wav,street_music
14387-9-0-16.wav,street_music
14387-9-0-19.wav,street_music
14387-9-0-7.wav,street_music
143970-5-0-0.wav,engine_idling
143970-5-0-1.wav,engine_idling
143970-5-0-2.wav,engine_idling
143970-5-0-3.wav,engine_idling
145577-1-0-0.wav,car_horn
145608-6-0-0.wav,gun_shot
145608-6-1-0.wav,gun_shot
145608-6-2-0.wav,gun_shot
145608-6-3-0.wav,gun_shot
146186-5-0-0.wav,engine_idling
146186-5-0-1.wav,engine_idling
146186-5-0-10.wav,engine_idling
146186-5-0-11.wav,engine_idling
146186-5-0-12.wav,engine_idling
146186-5-0-13.wav,engine_idling
146186-5-0-2.wav,engine_idling
146186-5-0-3.wav,engine_idling
146186-5-0-4.wav,engine_idling
146186-5-0-5.wav,engine_idling
146186-5-0-6.wav,engine_idling
146186-5-0-7.wav,engine_idling
146186-5-0-8.wav,engine_idling
146186-5-0-9.wav,engine_idling
146690-0-0-100.wav,air_conditioner
146690-0-0-112.wav,air_conditioner
146690-0-0-115.wav,air_conditioner
146690-0-0-116.wav,air_conditioner
146690-0-0-117.wav,air_conditioner
146690-0-0-125.wav,air_conditioner
146690-0-0-137.wav,air_conditioner
146690-0-0-140.wav,air_conditioner
146690-0-0-151.wav,air_conditioner
146690-0-0-154.wav,air_conditioner
146690-0-0-155.wav,air_conditioner
146690-0-0-165.wav,air_conditioner
146690-0-0-17.wav,air_conditioner
146690-0-0-18.wav,air_conditioner
146690-0-0-25.wav,air_conditioner
146690-0-0-35.wav,air_conditioner
146690-0-0-38.wav,air_conditioner
146690-0-0-43.wav,air_conditioner
146690-0-0-47.wav,air_conditioner
146690-0-0-64.wav,air_conditioner
146690-0-0-8.wav,air_conditioner
146690-0-0-80.wav,air_conditioner
146690-0-0-86.wav,air_conditioner
146690-0-0-87.wav,air_conditioner
146690-0-0-93.wav,air_conditioner
147672-3-0-0.wav,dog_bark
147672-3-1-0.wav,dog_bark
147672-3-2-0.wav,dog_bark
147764-4-0-0.wav,drilling
147764-4-1-0.wav,drilling
147764-4-2-0.wav,drilling
147764-4-3-0.wav,drilling
147764-4-4-0.wav,drilling
147764-4-4-1.wav,drilling
147764-4-4-2.wav,drilling
147764-4-5-0.wav,drilling
147764-4-6-0.wav,drilling
147764-4-7-0.wav,drilling
147764-4-8-0.wav,drilling
14780-9-0-0.wav,street_music
14780-9-0-1.wav,street_music
14780-9-0-2.wav,street_music
147926-0-0-10.wav,air_conditioner
147926-0-0-11.wav,air_conditioner
147926-0-0-12.wav,air_conditioner
147926-0-0-16.wav,air_conditioner
147926-0-0-17.wav,air_conditioner
147926-0-0-2.wav,air_conditioner
147926-0-0-20.wav,air_conditioner
147926-0-0-21.wav,air_conditioner
147926-0-0-27.wav,air_conditioner
147926-0-0-28.wav,air_conditioner
147926-0-0-34.wav,air_conditioner
147926-0-0-35.wav,air_conditioner
147926-0-0-36.wav,air_conditioner
147926-0-0-37.wav,air_conditioner
147926-0-0-39.wav,air_conditioner
147926-0-0-4.wav,air_conditioner
147926-0-0-41.wav,air_conditioner
147926-0-0-42.wav,air_conditioner
147926-0-0-44.wav,air_conditioner
147926-0-0-5.wav,air_conditioner
147926-0-0-50.wav,air_conditioner
147926-0-0-52.wav,air_conditioner
147926-0-0-54.wav,air_conditioner
147926-0-0-7.wav,air_conditioner
149177-6-0-0.wav,gun_shot
149254-9-0-25.wav,street_music
149254-9-0-29.wav,street_music
149254-9-0-30.wav,street_music
149254-9-0-42.wav,street_music
149254-9-0-51.wav,street_music
149254-9-0-56.wav,street_music
149370-9-0-15.wav,street_music
149370-9-0-19.wav,street_music
149370-9-0-21.wav,street_music
149370-9-0-22.wav,street_music
149370-9-0-32.wav,street_music
149370-9-0-37.wav,street_music
150341-3-0-0.wav,dog_bark
150341-3-1-0.wav,dog_bark
151977-0-0-0.wav,air_conditioner
151977-0-0-1.wav,air_conditioner
151977-0-0-10.wav,air_conditioner
151977-0-0-11.wav,air_conditioner
151977-0-0-12.wav,air_conditioner
151977-0-0-13.wav,air_conditioner
151977-0-0-2.wav,air_conditioner
151977-0-0-3.wav,air_conditioner
151977-0-0-4.wav,air_conditioner
151977-0-0-5.wav,air_conditioner
151977-0-0-6.wav,air_conditioner
151977-0-0-7.wav,air_conditioner
151977-0-0-8.wav,air_conditioner
151977-0-0-9.wav,air_conditioner
152908-5-0-0.wav,engine_idling
152908-5-0-1.wav,engine_idling
152908-5-0-10.wav,engine_idling
152908-5-0-11.wav,engine_idling
152908-5-0-12.wav,engine_idling
152908-5-0-13.wav,engine_idling
152908-5-0-2.wav,engine_idling
152908-5-0-3.wav,engine_idling
152908-5-0-4.wav,engine_idling
152908-5-0-5.wav,engine_idling
152908-5-0-6.wav,engine_idling
152908-5-0-7.wav,engine_idling
152908-5-0-8.wav,engine_idling
152908-5-0-9.wav,engine_idling
155129-1-0-0.wav,car_horn
155129-1-1-0.wav,car_horn
155129-1-2-0.wav,car_horn
155202-9-0-124.wav,street_music
155202-9-0-126.wav,street_music
155202-9-0-135.wav,street_music
155202-9-0-38.wav,street_music
155202-9-0-42.wav,street_music
155202-9-0-6.wav,street_music
155219-2-0-0.wav,children_playing
155219-2-0-1.wav,children_playing
155219-2-0-22.wav,children_playing
155219-2-0-24.wav,children_playing
155219-2-0-25.wav,children_playing
155219-2-0-26.wav,children_playing
155219-2-0-51.wav,children_playing
155219-2-0-57.wav,children_playing
155234-1-0-0.wav,car_horn
155310-3-0-0.wav,dog_bark
15564-2-0-0.wav,children_playing
15564-2-0-1.wav,children_playing
15564-2-0-2.wav,children_playing
156194-1-0-0.wav,car_horn
156893-7-0-0.wav,jackhammer
156893-7-1-0.wav,jackhammer
156893-7-10-0.wav,jackhammer
156893-7-11-0.wav,jackhammer
156893-7-2-0.wav,jackhammer
156893-7-3-0.wav,jackhammer
156893-7-4-0.wav,jackhammer
156893-7-5-0.wav,jackhammer
156893-7-6-0.wav,jackhammer
156893-7-7-0.wav,jackhammer
156893-7-8-0.wav,jackhammer
156893-7-9-0.wav,jackhammer
157867-8-0-0.wav,siren
157867-8-0-1.wav,siren
157867-8-0-10.wav,siren
157867-8-0-11.wav,siren
157867-8-0-12.wav,siren
157867-8-0-13.wav,siren
157867-8-0-14.wav,siren
157867-8-0-15.wav,siren
157867-8-0-16.wav,siren
157867-8-0-17.wav,siren
157867-8-0-18.wav,siren
157867-8-0-19.wav,siren
157867-8-0-2.wav,siren
157867-8-0-20.wav,siren
157867-8-0-21.wav,siren
157867-8-0-22.wav,siren
157867-8-0-23.wav,siren
157867-8-0-24.wav,siren
157867-8-0-25.wav,siren
157867-8-0-26.wav,siren
157867-8-0-27.wav,siren
157867-8-0-28.wav,siren
157867-8-0-3.wav,siren
157867-8-0-4.wav,siren
157867-8-0-5.wav,siren
157867-8-0-6.wav,siren
157867-8-0-7.wav,siren
157867-8-0-8.wav,siren
157867-8-0-9.wav,siren
158597-2-0-16.wav,children_playing
158597-2-0-2.wav,children_playing
158597-2-0-3.wav,children_playing
158597-2-0-30.wav,children_playing
158597-2-0-33.wav,children_playing
158597-2-0-41.wav,children_playing
158597-2-0-57.wav,children_playing
158597-2-0-85.wav,children_playing
158607-3-0-0.wav,dog_bark
158607-3-1-0.wav,dog_bark
158607-3-2-0.wav,dog_bark
159710-6-0-0.wav,gun_shot
159738-8-0-0.wav,siren
159738-8-0-1.wav,siren
159738-8-0-10.wav,siren
159738-8-0-11.wav,siren
159738-8-0-12.wav,siren
159738-8-0-13.wav,siren
159738-8-0-14.wav,siren
159738-8-0-15.wav,siren
159738-8-0-16.wav,siren
159738-8-0-17.wav,siren
159738-8-0-18.wav,siren
159738-8-0-19.wav,siren
159738-8-0-2.wav,siren
159738-8-0-3.wav,siren
159738-8-0-4.wav,siren
159738-8-0-5.wav,siren
159738-8-0-6.wav,siren
159738-8-0-7.wav,siren
159738-8-0-8.wav,siren
159738-8-0-9.wav,siren
159743-8-0-0.wav,siren
159747-8-0-0.wav,siren
159747-8-0-1.wav,siren
159747-8-0-10.wav,siren
159747-8-0-11.wav,siren
159747-8-0-12.wav,siren
159747-8-0-13.wav,siren
159747-8-0-14.wav,siren
159747-8-0-15.wav,siren
159747-8-0-16.wav,siren
159747-8-0-17.wav,siren
159747-8-0-18.wav,siren
159747-8-0-19.wav,siren
159747-8-0-2.wav,siren
159747-8-0-20.wav,siren
159747-8-0-21.wav,siren
159747-8-0-3.wav,siren
159747-8-0-4.wav,siren
159747-8-0-5.wav,siren
159747-8-0-6.wav,siren
159747-8-0-7.wav,siren
159747-8-0-8.wav,siren
159747-8-0-9.wav,siren
159750-8-0-0.wav,siren
159750-8-0-1.wav,siren
159750-8-0-2.wav,siren
159750-8-0-3.wav,siren
159750-8-0-4.wav,siren
159750-8-0-5.wav,siren
159750-8-0-6.wav,siren
159750-8-0-7.wav,siren
159750-8-0-8.wav,siren
160009-2-0-1.wav,children_playing
160009-2-0-11.wav,children_playing
160009-2-0-22.wav,children_playing
160009-2-0-30.wav,children_playing
160009-2-0-31.wav,children_playing
160009-2-0-47.wav,children_playing
160009-2-0-5.wav,children_playing
160009-2-0-50.wav,children_playing
160011-2-0-0.wav,children_playing
160011-2-0-1.wav,children_playing
160011-2-0-12.wav,children_playing
160011-2-0-3.wav,children_playing
160011-2-0-34.wav,children_playing
160011-2-0-5.wav,children_playing
160011-2-0-7.wav,children_playing
160011-2-0-9.wav,children_playing
160092-3-0-0.wav,dog_bark
160094-3-0-0.wav,dog_bark
160366-3-0-13.wav,dog_bark
160366-3-0-4.wav,dog_bark
160366-3-0-7.wav,dog_bark
160366-3-0-8.wav,dog_bark
161702-9-0-26.wav,street_music
161702-9-0-30.wav,street_music
161702-9-0-37.wav,street_music
161702-9-0-45.wav,street_music
161702-9-0-6.wav,street_music
161702-9-0-8.wav,street_music
162540-1-0-0.wav,car_horn
162540-1-1-0.wav,car_horn
162540-1-2-0.wav,car_horn
162541-1-0-0.wav,car_horn
162541-1-1-0.wav,car_horn
162541-1-2-0.wav,car_horn
162703-1-0-0.wav,car_horn
163460-6-0-0.wav,gun_shot
164053-8-0-0.wav,siren
164053-8-1-0.wav,siren
164053-8-2-0.wav,siren
164053-8-2-1.wav,siren
164053-8-2-2.wav,siren
164053-8-2-3.wav,siren
164053-8-3-0.wav,siren
164312-3-0-0.wav,dog_bark
164312-3-1-0.wav,dog_bark
164312-3-3-0.wav,dog_bark
164312-3-4-0.wav,dog_bark
165067-2-0-111.wav,children_playing
165067-2-0-112.wav,children_playing
165067-2-0-35.wav,children_playing
165067-2-0-56.wav,children_playing
165067-2-0-72.wav,children_playing
165067-2-0-9.wav,children_playing
165067-2-0-91.wav,children_playing
165642-4-0-0.wav,drilling
165643-4-0-0.wav,drilling
165645-4-0-0.wav,drilling
165645-4-1-0.wav,drilling
165645-4-2-0.wav,drilling
165645-4-3-0.wav,drilling
165645-4-4-0.wav,drilling
165645-4-5-0.wav,drilling
165775-7-0-0.wav,jackhammer
165775-7-1-0.wav,jackhammer
166268-3-0-0.wav,dog_bark
166268-3-1-0.wav,dog_bark
166268-3-2-0.wav,dog_bark
166421-3-0-29.wav,dog_bark
166421-3-0-31.wav,dog_bark
166421-3-0-5.wav,dog_bark
168713-9-0-32.wav,street_music
168713-9-0-33.wav,street_music
168713-9-0-38.wav,street_music
168713-9-0-46.wav,street_music
168713-9-0-62.wav,street_music
168713-9-0-82.wav,street_music
169098-7-0-0.wav,jackhammer
169098-7-0-1.wav,jackhammer
169098-7-0-2.wav,jackhammer
169098-7-0-3.wav,jackhammer
169098-7-0-4.wav,jackhammer
169098-7-0-5.wav,jackhammer
169098-7-0-6.wav,jackhammer
169098-7-0-7.wav,jackhammer
169098-7-0-8.wav,jackhammer
169098-7-0-9.wav,jackhammer
169098-7-1-0.wav,jackhammer
169098-7-2-0.wav,jackhammer
169098-7-3-0.wav,jackhammer
169098-7-3-1.wav,jackhammer
169098-7-4-0.wav,jackhammer
169098-7-4-1.wav,jackhammer
169098-7-4-10.wav,jackhammer
169098-7-4-11.wav,jackhammer
169098-7-4-2.wav,jackhammer
169098-7-4-3.wav,jackhammer
169098-7-4-4.wav,jackhammer
169098-7-4-5.wav,jackhammer
169098-7-4-6.wav,jackhammer
169098-7-4-7.wav,jackhammer
169098-7-4-8.wav,jackhammer
169098-7-4-9.wav,jackhammer
172314-9-0-22.wav,street_music
172314-9-0-40.wav,street_music
172314-9-0-51.wav,street_music
172314-9-0-52.wav,street_music
172314-9-0-72.wav,street_music
172314-9-0-80.wav,street_music
172593-2-0-10.wav,children_playing
172593-2-0-13.wav,children_playing
172593-2-0-14.wav,children_playing
172593-2-0-18.wav,children_playing
172593-2-0-22.wav,children_playing
172593-2-0-27.wav,children_playing
172593-2-0-28.wav,children_playing
172593-2-0-29.wav,children_playing
17307-1-0-0.wav,car_horn
173995-3-0-0.wav,dog_bark
173995-3-0-11.wav,dog_bark
173995-3-0-27.wav,dog_bark
173995-3-0-3.wav,dog_bark
174276-7-0-0.wav,jackhammer
174276-7-1-0.wav,jackhammer
174276-7-2-0.wav,jackhammer
174276-7-3-0.wav,jackhammer
174276-7-4-0.wav,jackhammer
174276-7-5-0.wav,jackhammer
174276-7-6-0.wav,jackhammer
174290-6-0-0.wav,gun_shot
174290-6-1-0.wav,gun_shot
174290-6-2-0.wav,gun_shot
174290-6-3-0.wav,gun_shot
174293-6-0-0.wav,gun_shot
174293-6-1-0.wav,gun_shot
174293-6-2-0.wav,gun_shot
174294-6-0-0.wav,gun_shot
174294-6-1-0.wav,gun_shot
174294-6-2-0.wav,gun_shot
174906-2-0-10.wav,children_playing
174906-2-0-11.wav,children_playing
174906-2-0-14.wav,children_playing
174906-2-0-18.wav,children_playing
174906-2-0-20.wav,children_playing
174906-2-0-21.wav,children_playing
174906-2-0-6.wav,children_playing
174906-2-0-8.wav,children_playing
174994-3-0-0.wav,dog_bark
174994-3-0-1.wav,dog_bark
174994-3-0-2.wav,dog_bark
174994-3-0-4.wav,dog_bark
175844-1-0-0.wav,car_horn
175845-1-0-0.wav,car_horn
175851-1-0-0.wav,car_horn
17592-5-0-0.wav,engine_idling
17592-5-1-0.wav,engine_idling
17592-5-1-1.wav,engine_idling
17592-5-1-2.wav,engine_idling
17592-5-1-3.wav,engine_idling
176257-3-0-0.wav,dog_bark
176258-3-1-12.wav,dog_bark
176258-3-1-13.wav,dog_bark
176258-3-1-18.wav,dog_bark
176258-3-1-2.wav,dog_bark
176634-1-0-0.wav,car_horn
176638-1-0-0.wav,car_horn
176638-1-1-0.wav,car_horn
176714-2-0-18.wav,children_playing
176714-2-0-23.wav,children_playing
176714-2-0-26.wav,children_playing
176714-2-0-33.wav,children_playing
176714-2-0-40.wav,children_playing
176714-2-0-51.wav,children_playing
176714-2-0-55.wav,children_playing
176714-2-0-77.wav,children_playing
176787-5-0-0.wav,engine_idling
176787-5-0-1.wav,engine_idling
176787-5-0-10.wav,engine_idling
176787-5-0-11.wav,engine_idling
176787-5-0-12.wav,engine_idling
176787-5-0-13.wav,engine_idling
176787-5-0-14.wav,engine_idling
176787-5-0-15.wav,engine_idling
176787-5-0-16.wav,engine_idling
176787-5-0-17.wav,engine_idling
176787-5-0-18.wav,engine_idling
176787-5-0-19.wav,engine_idling
176787-5-0-2.wav,engine_idling
176787-5-0-20.wav,engine_idling
176787-5-0-21.wav,engine_idling
176787-5-0-22.wav,engine_idling
176787-5-0-23.wav,engine_idling
176787-5-0-24.wav,engine_idling
176787-5-0-25.wav,engine_idling
176787-5-0-26.wav,engine_idling
176787-5-0-27.wav,engine_idling
176787-5-0-28.wav,engine_idling
176787-5-0-29.wav,engine_idling
176787-5-0-3.wav,engine_idling
176787-5-0-30.wav,engine_idling
176787-5-0-4.wav,engine_idling
176787-5-0-5.wav,engine_idling
176787-5-0-6.wav,engine_idling
176787-5-0-7.wav,engine_idling
176787-5-0-8.wav,engine_idling
176787-5-0-9.wav,engine_idling
177592-5-0-0.wav,engine_idling
177592-5-0-1.wav,engine_idling
177592-5-0-10.wav,engine_idling
177592-5-0-2.wav,engine_idling
177592-5-0-3.wav,engine_idling
177592-5-0-4.wav,engine_idling
177592-5-0-5.wav,engine_idling
177592-5-0-6.wav,engine_idling
177592-5-0-7.wav,engine_idling
177592-5-0-8.wav,engine_idling
177592-5-0-9.wav,engine_idling
177621-0-0-0.wav,air_conditioner
177621-0-0-100.wav,air_conditioner
177621-0-0-104.wav,air_conditioner
177621-0-0-105.wav,air_conditioner
177621-0-0-109.wav,air_conditioner
